"France","20170104 07:45:00","Consumer Confidence","","","","1"
"Spain","20170104 08:00:00","Unemployment Change","","","","1"
"Spain","20170104 08:15:00","Markit Services PMI","","","","1"
"Italy","20170104 08:45:00","Markit Services PMI","","","","1"
"France","20170104 08:50:00","Markit PMI Composite","","","","1"
"France","20170104 08:50:00","Markit Services PMI","","","","1"
"Germany","20170104 08:55:00","Markit Services PMI","","","","1"
"Germany","20170104 08:55:00","Markit PMI Composite","","","","1"
"European Monetary Union","20170104 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20170104 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20170104 09:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20170104 09:30:00","PMI Construction","","","","2"
"United Kingdom","20170104 09:30:00","Consumer Credit","","","","2"
"United Kingdom","20170104 09:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20170104 09:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20170104 09:30:00","M4 Money Supply (MoM)","","","","1"
"Italy","20170104 10:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170104 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170104 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170104 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Brazil","20170104 10:00:00","Fipe's IPC Inflation","","","","1"
"European Monetary Union","20170104 10:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170104 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"United Kingdom","20170104 10:30:00","10-y Bond Auction","","","","1"
"India","20170104 11:30:00","M3 Money Supply","","","","1"
"United States","20170104 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20170104 13:15:00","ADP Employment Change","","","","2"
"United States","20170104 14:45:00","ISM New York index","","","","1"
"United States","20170104 17:00:00","Total Vehicle Sales","","","","1"
"United States","20170104 19:00:00","FOMC Minutes","","","","3"
"United States","20170104 21:30:00","API Weekly Crude Oil Stock","","","","1"
"Australia","20170104 22:30:00","AiG Performance of Services Index","","","","1"
"Japan","20170104 23:50:00","Monetary Base (YoY)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20170105 00:00:00","Bank holiday","","","","0"
"Japan","20170105 00:30:00","Markit Services PMI","","","","1"
"China","20170105 01:45:00","Caixin China Services PMI","","","","2"
"Switzerland","20170105 08:15:00","Consumer Price Index (MoM)","","","","2"
"Switzerland","20170105 08:15:00","Consumer Price Index (YoY)","","","","2"
"Italy","20170105 09:30:00","Public Deficit/GDP","","","","1"
"United Kingdom","20170105 09:30:00","Markit Services PMI","","","","1"
"European Monetary Union","20170105 10:00:00","Producer Price Index (MoM)","","","","1"
"European Monetary Union","20170105 10:00:00","Producer Price Index (YoY)","","","","2"
"France","20170105 10:00:00","10-y Bond Auction","","","","1"
"Brazil","20170105 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20170105 11:00:00","Industrial Output (YoY)","","","","1"
"United States","20170105 12:30:00","Challenger Job Cuts (YoY)","","","","1"
"European Monetary Union","20170105 12:30:00","ECB Monetary Policy Meeting Accounts","","","","3"
"United States","20170105 13:15:00","ADP Employment Change","","","","2"
"United States","20170105 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20170105 13:30:00","Initial Jobless Claims","","","","2"
"United Kingdom","20170105 13:30:00","MPC Member Haldane Speech","","","","0"
"Canada","20170105 13:30:00","Raw Material Price Index","","","","1"
"Canada","20170105 13:30:00","Industrial Product Price (MoM)","","","","1"
"United States","20170105 14:45:00","Markit Services PMI","","","","2"
"United States","20170105 14:45:00","Markit PMI Composite","","","","2"
"United States","20170105 15:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20170105 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170105 16:00:00","EIA Crude Oil Stocks change","","","","1"
"Japan","20170105 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20170105 23:50:00","Foreign bond investment","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Italy","20170106 00:00:00","Epiphany","","","","0"
"Spain","20170106 00:00:00","Epiphany","","","","0"
"Greece","20170106 00:00:00","Epiphany","","","","0"
"Japan","20170106 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"Russia","20170106 00:00:00","Bank holiday","","","","0"
"Australia","20170106 00:30:00","Exports","","","","2"
"Australia","20170106 00:30:00","Imports","","","","2"
"Australia","20170106 00:30:00","Trade Balance","","","","2"
"Germany","20170106 07:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170106 07:00:00","Retail Sales (MoM)","","","","1"
"Germany","20170106 07:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"Germany","20170106 07:00:00","Factory Orders s.a. (MoM)","","","","1"
" EUR"","20170106 07:45:00",""Imports","","","","France"
" EUR"","20170106 07:45:00",""Exports","","","","France"
"France","20170106 07:45:00","Trade Balance EUR","","","","1"
"France","20170106 07:45:00","Current Account","","","","1"
"Switzerland","20170106 08:00:00","Foreign Currency Reserves","","","","1"
"European Monetary Union","20170106 10:00:00","Industrial Confidence","","","","1"
"European Monetary Union","20170106 10:00:00","Business Climate","","","","1"
"European Monetary Union","20170106 10:00:00","Economic Sentiment Indicator","","","","1"
"European Monetary Union","20170106 10:00:00","Services Sentiment","","","","1"
"European Monetary Union","20170106 10:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20170106 10:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20170106 10:00:00","Retail Sales (MoM)","","","","1"
"India","20170106 11:30:00","Bank Loan Growth","","","","1"
" USD"","20170106 11:30:00",""FX Reserves","","","","India"
"United States","20170106 13:30:00","Average Weekly Hours","","","","1"
"United States","20170106 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20170106 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20170106 13:30:00","Labor Force Participation Rate","","","","2"
"United States","20170106 13:30:00","Average Hourly Earnings (MoM)","","","","3"
"United States","20170106 13:30:00","Unemployment Rate","","","","3"
"United States","20170106 13:30:00","Trade Balance","","","","2"
"Canada","20170106 13:30:00","Imports","","","","1"
"Canada","20170106 13:30:00","International Merchandise Trade","","","","1"
"Canada","20170106 13:30:00","Exports","","","","1"
"Canada","20170106 13:30:00","Participation rate","","","","2"
"Canada","20170106 13:30:00","Unemployment Rate","","","","2"
"Canada","20170106 13:30:00","Net Change in Employment","","","","2"
"Mexico","20170106 14:00:00","Consumer Confidence","","","","1"
"Mexico","20170106 14:00:00","Consumer Confidence s.a","","","","1"
"United States","20170106 15:00:00","Factory Orders (MoM)","","","","2"
"Canada","20170106 15:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20170106 15:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"China","20170106 17:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20170107 00:00:00",""Orthodox Christmas Day "","","","","0"
"country","date","name","actual","consensus","previous","volatility"
"China","20170108 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20170109 00:00:00","Coming-of-Age Day","","","","0"
"Russia","20170109 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170109 00:30:00","ANZ Job Advertisements","","","","1"
"Australia","20170109 00:30:00","Building Permits (MoM)","","","","1"
"Australia","20170109 00:30:00","Building Permits (YoY)","","","","1"
"Germany","20170109 07:00:00","Industrial Production s.a. (MoM)","","","","1"
"Germany","20170109 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20170109 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20170109 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20170109 07:00:00","Exports (MoM)","","","","2"
"Germany","20170109 07:00:00","Imports (MoM)","","","","2"
"Switzerland","20170109 08:15:00","Real Retail Sales (YoY)","","","","2"
"United Kingdom","20170109 08:30:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20170109 08:30:00","Halifax House Prices (MoM)","","","","1"
"Italy","20170109 09:00:00","Unemployment","","","","2"
"European Monetary Union","20170109 09:30:00","Sentix Investor Confidence","","","","1"
"Greece","20170109 10:00:00","Industrial Production (YoY)","","","","1"
"European Monetary Union","20170109 10:00:00","Unemployment Rate","","","","2"
"Portugal","20170109 11:00:00","Global Trade Balance","","","","1"
"United States","20170109 14:00:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"Mexico","20170109 14:00:00","Core Inflation","","","","1"
"Mexico","20170109 14:00:00","Headline Inflation","","","","1"
"Mexico","20170109 14:00:00","12-Month Inflation","","","","1"
"United States","20170109 15:00:00","Labor Market Conditions Index","","","","2"
"Canada","20170109 15:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20170109 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170109 16:30:00","6-Month Bill Auction","","","","1"
"United States","20170109 17:45:00","Fed's Lockhart speech","","","","1"
"United States","20170109 20:00:00","Consumer Credit Change","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20170110 00:00:00","Budget Fulfilment","","","","1"
"United Kingdom","20170110 00:01:00","BRC Shop Price Index (MoM)","","","","1"
"Australia","20170110 00:30:00","Retail Sales s.a. (MoM)","","","","2"
"China","20170110 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20170110 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20170110 01:30:00","Consumer Price Index (YoY)","","","","2"
"China","20170110 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170110 05:00:00","Consumer Confidence Index","","","","1"
"Switzerland","20170110 06:45:00","Unemployment Rate s.a (MoM)","","","","3"
"China","20170110 07:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170110 07:00:00","New Loans","","","","1"
"France","20170110 07:45:00","Industrial Output (MoM)","","","","1"
"United States","20170110 11:00:00","NFIB Business Optimism Index","","","","1"
"Brazil","20170110 11:00:00","Retail Sales (MoM)","","","","1"
"Canada","20170110 13:15:00","Housing Starts s.a (YoY)","","","","2"
"Canada","20170110 13:30:00","Building Permits (MoM)","","","","1"
"United States","20170110 13:55:00","Redbook index (MoM)","","","","1"
"United States","20170110 13:55:00","Redbook index (YoY)","","","","1"
"United States","20170110 15:00:00","JOLTS Job Openings","","","","1"
"United States","20170110 15:00:00","Wholesale Inventories","","","","1"
"United States","20170110 15:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"United States","20170110 16:30:00","4-Week Bill Auction","","","","1"
"United States","20170110 18:00:00","3-Year Note Auction","","","","1"
"United States","20170110 21:30:00","API Weekly Crude Oil Stock","","","","1"
"Japan","20170110 23:50:00","JP Foreign Reserves","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20170111 00:00:00","Budget Fulfilment","","","","1"
"China","20170111 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170111 05:00:00","Coincident Index","","","","1"
"Japan","20170111 05:00:00","Leading Economic Index","","","","1"
"China","20170111 07:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170111 07:00:00","New Loans","","","","1"
"Spain","20170111 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"European Monetary Union","20170111 08:00:00","Non-monetary policy's ECB meeting","","","","1"
"Germany","20170111 09:30:00","10-y Bond Auction","","","","2"
"United Kingdom","20170111 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20170111 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20170111 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20170111 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20170111 09:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20170111 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20170111 09:30:00","Goods Trade Balance","","","","1"
"Greece","20170111 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20170111 10:00:00","Consumer Price Index (YoY)","","","","1"
"Brazil","20170111 11:00:00","IPCA Inflation","","","","1"
"Portugal","20170111 11:00:00","Consumer Price Index (MoM)","","","","1"
"Portugal","20170111 11:00:00","Consumer Price Index (YoY)","","","","1"
"United States","20170111 12:00:00","MBA Mortgage Applications","","","","1"
"Mexico","20170111 14:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20170111 14:00:00","Industrial Output (YoY)","","","","1"
"United Kingdom","20170111 15:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20170111 15:30:00","EIA Crude Oil Stocks change","","","","2"
"United States","20170111 16:00:00","Donald Trump's news conference","","","","3"
"United States","20170111 18:00:00","10-Year Note Auction","","","","2"
"Brazil","20170111 20:00:00","Interest Rate Decision","","","","1"
"Japan","20170111 23:50:00","Merchandise Trade Balance Total","","","","2"
"Japan","20170111 23:50:00","Adjusted Merchandise Trade Balance","","","","2"
"Japan","20170111 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20170111 23:50:00","Current Account n.s.a.","","","","1"
"Japan","20170111 23:50:00","Trade Balance - BOP Basis","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170112 00:00:00","ANZ Commodity Price","","","","1"
"Russia","20170112 00:00:00","Budget Fulfilment","","","","1"
"China","20170112 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170112 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Japan","20170112 05:00:00","Eco Watchers Survey: Current","","","","2"
"China","20170112 07:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170112 07:00:00","New Loans","","","","1"
"France","20170112 07:45:00","Consumer Price Index (EU norm) (MoM)","","","","1"
"France","20170112 07:45:00","Inflation ex-tobacco (MoM)","","","","1"
"France","20170112 07:45:00","Consumer Price Index (EU norm) (YoY)","","","","1"
"France","20170112 07:45:00","Budget","","","","1"
"Germany","20170112 09:00:00","Real GDP Growth","","","","1"
"Italy","20170112 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20170112 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Greece","20170112 10:00:00","Unemployment Rate (MoM)","","","","1"
"European Monetary Union","20170112 10:00:00","Industrial Production w.d.a. (YoY)","","","","2"
"European Monetary Union","20170112 10:00:00","Industrial Production s.a. (MoM)","","","","2"
"United Kingdom","20170112 10:30:00","10-y Bond Auction","","","","1"
"India","20170112 12:00:00","Industrial Output","","","","1"
"India","20170112 12:00:00","Cumulative Industrial Output","","","","1"
"European Monetary Union","20170112 12:30:00","ECB Monetary Policy Meeting Accounts","","","","3"
"Russia","20170112 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170112 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20170112 13:30:00","Initial Jobless Claims","","","","2"
"United States","20170112 13:30:00","Export Price Index (YoY)","","","","1"
"United States","20170112 13:30:00","Import Price Index (YoY)","","","","1"
"United States","20170112 13:30:00","Export Price Index (MoM)","","","","1"
"United States","20170112 13:30:00","Import Price Index (MoM)","","","","1"
"United States","20170112 13:30:00","Fed's Evans Speech","","","","1"
"United States","20170112 13:30:00","FOMC Member Harker Speech","","","","1"
"Canada","20170112 13:30:00","New Housing Price Index (YoY)","","","","2"
"Canada","20170112 13:30:00","New Housing Price Index (MoM)","","","","2"
"United States","20170112 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170112 18:00:00","30-Year Bond Auction","","","","1"
"United States","20170112 19:00:00","Monthly Budget Statement","","","","2"
"New Zealand","20170112 21:45:00","Electronic Card Retail Sales (YoY)","","","","2"
"New Zealand","20170112 21:45:00","Electronic Card Retail Sales  (MoM)","","","","2"
"Japan","20170112 23:50:00","Money Supply M2+CD (YoY)","","","","1"
"Japan","20170112 23:50:00","Foreign bond investment","","","","2"
"Japan","20170112 23:50:00","Foreign investment in Japan stocks","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"China","20170113 00:00:00","Trade Balance CNY","","","","1"
"China","20170113 00:00:00","Imports (YoY)","","","","1"
"China","20170113 00:00:00","Exports (YoY)","","","","1"
"China","20170113 00:00:00","Trade Balance USD","","","","1"
"United States","20170113 00:00:00","Fed's Yellen Speech","","","","2"
"Russia","20170113 00:00:00","Budget Fulfilment","","","","1"
"China","20170113 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"India","20170113 06:30:00","Trade Deficit Government","","","","1"
"Germany","20170113 07:00:00","Wholesale Price Index (YoY)","","","","2"
"Germany","20170113 07:00:00","Wholesale Price Index (MoM)","","","","2"
"Spain","20170113 08:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20170113 08:00:00","HICP (MoM)","","","","1"
"Spain","20170113 08:00:00","HICP (YoY)","","","","1"
"Spain","20170113 08:00:00","Consumer Price Index (YoY)","","","","1"
" USD"","20170113 11:30:00",""FX Reserves","","","","India"
"United States","20170113 13:30:00","Retail Sales (MoM)","","","","3"
"United States","20170113 13:30:00","Retail Sales control group","","","","2"
"United States","20170113 13:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20170113 13:30:00","Producer Price Index (YoY)","","","","1"
"United States","20170113 13:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United States","20170113 13:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20170113 13:30:00","Producer Price Index (MoM)","","","","1"
"United States","20170113 14:30:00","FOMC Member Harker Speech","","","","1"
"United States","20170113 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20170113 15:00:00","Business Inventories","","","","1"
"United States","20170113 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170113 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170113 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170113 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170113 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170113 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170113 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170113 19:30:00","CFTC AUD NC net positions","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170115 21:45:00","Food Price Index (MoM)","","","","1"
"Japan","20170115 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","","1"
"Japan","20170115 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","","1"
"Japan","20170115 23:50:00","Machinery Orders (MoM)","","","","1"
"Japan","20170115 23:50:00","Machinery Orders (YoY)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"United States","20170116 00:00:00","Martin L. King's Birthday","","","","0"
"Russia","20170116 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170116 00:00:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20170116 00:00:00","TD Securities Inflation (MoM)","","","","2"
"United Kingdom","20170116 00:01:00","Rightmove House Price Index (YoY)","","","","2"
"United Kingdom","20170116 00:01:00","Rightmove House Price Index (MoM)","","","","2"
"China","20170116 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170116 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Japan","20170116 06:00:00","Machine Tool Orders (YoY)","","","","1"
"India","20170116 06:30:00","Trade Deficit Government","","","","1"
"India","20170116 06:30:00","WPI Inflation","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"European Monetary Union","20170116 10:00:00","Trade Balance s.a.","","","","1"
"European Monetary Union","20170116 10:00:00","Trade Balance n.s.a.","","","","1"
"Russia","20170116 13:00:00","Foreign Trade","","","","1"
"United Kingdom","20170116 18:30:00","BOE's Governor Carney speech","","","","2"
"New Zealand","20170116 21:00:00","NZIER Business Confidence (QoQ)","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20170117 00:00:00","World Economic Forum - Davos","","","","2"
"Russia","20170117 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170117 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20170117 00:30:00","Home Loans","","","","2"
"Australia","20170117 00:30:00","New Motor Vehicle Sales (YoY)","","","","1"
"Australia","20170117 00:30:00","New Motor Vehicle Sales (MoM)","","","","1"
"Japan","20170117 04:30:00","Industrial Production (YoY)","","","","2"
"Japan","20170117 04:30:00","Industrial Production (MoM)","","","","2"
"Japan","20170117 04:30:00","Capacity Utilization","","","","1"
"France","20170117 07:45:00","Budget","","","","1"
"Italy","20170117 09:00:00","Trade Balance EU","","","","1"
"Italy","20170117 09:00:00","Global Trade Balance","","","","1"
"Spain","20170117 09:30:00","12-Month Letras Auction","","","","1"
"Spain","20170117 09:30:00","6-Month Letras Auction","","","","1"
"United Kingdom","20170117 09:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20170117 09:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20170117 09:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20170117 09:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20170117 09:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20170117 09:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20170117 09:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20170117 09:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20170117 09:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20170117 09:30:00","Consumer Price Index (MoM)","","","","2"
"United Kingdom","20170117 09:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20170117 09:30:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170117 10:00:00","ZEW Survey - Economic Sentiment","","","","2"
"Germany","20170117 10:00:00","ZEW Survey - Current Situation","","","","2"
"European Monetary Union","20170117 10:00:00","ZEW Survey - Economic Sentiment","","","","2"
"United Kingdom","20170117 11:45:00","UK Prime Minister Theresa May speech","","","","3"
"European Monetary Union","20170117 11:45:00","UK Prime Minister Theresa May speech","","","","2"
"United States","20170117 13:30:00","NY Empire State Manufacturing Index","","","","1"
"United States","20170117 13:45:00","Fed's William Dudley speech","","","","1"
"United Kingdom","20170117 14:30:00","CB Leading Economic Index","","","","1"
"United States","20170117 15:00:00","FOMC Member Brainard Speech","","","","0"
"United States","20170117 15:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"United States","20170117 15:00:00","Treasury Sec Lew Speech","","","","2"
"New Zealand","20170117 15:00:00","GDT Price Index","","","","1"
"United States","20170117 16:30:00","4-Week Bill Auction","","","","1"
"United States","20170117 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170117 16:30:00","6-Month Bill Auction","","","","1"
"Australia","20170117 23:30:00","Westpac Consumer Confidence Index","","","","1"
"Australia","20170117 23:30:00","Westpac Consumer Confidence","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20170118 00:00:00","World Economic Forum - Davos","","","","2"
"Russia","20170118 00:00:00","Budget Fulfilment","","","","1"
"Germany","20170118 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170118 07:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170118 07:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170118 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"United Kingdom","20170118 09:30:00","Claimant Count Rate","","","","2"
"United Kingdom","20170118 09:30:00","Average Earnings including Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20170118 09:30:00","ILO Unemployment Rate (3M)","","","","2"
"United Kingdom","20170118 09:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20170118 09:30:00","Claimant Count Change","","","","2"
"European Monetary Union","20170118 10:00:00","Consumer Price Index (YoY)","","","","2"
"European Monetary Union","20170118 10:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20170118 10:00:00","Consumer Price Index - Core (YoY)","","","","2"
"European Monetary Union","20170118 10:00:00","Consumer Price Index - Core (MoM)","","","","2"
"European Monetary Union","20170118 10:00:00","Construction Output w.d.a (YoY)","","","","1"
"European Monetary Union","20170118 10:00:00","Construction Output  s.a (MoM)","","","","1"
"Portugal","20170118 11:00:00","Current Account Balance","","","","1"
"India","20170118 11:30:00","M3 Money Supply","","","","1"
"United States","20170118 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20170118 13:30:00","Consumer Price Index n.s.a (MoM)","","","","1"
